1 48.2609 45.9542
2 48.1885 45.8564
3 48.3689 45.8564
4 48.3486 45.7886
5 48.374 45.8022
6 48.3405 45.7589
7 48.3912 45.8031
8 48.433 45.8681
9 48.3605 45.7598
10 48.3605 45.7814
11 48.3939 45.8356
12 48.4276 45.8581
13 48.4277 45.8067
14 48.3608 45.7634
15 48.3612 45.7618
16 48.4337 45.859
17 48.4337 45.8482
18 48.4311 45.8599
19 48.4311 45.8599
20 48.4646 45.9031
21 48.4311 45.8491
22 48.4124 45.9075
23 48.34 45.7996
24 48.36 45.8594
25 48.3266 45.8055
26 48.3292 45.7947
27 31.2041 28.3451
28 31.1498 28.2781
29 31.1498 28.2781
30 31.1498 28.2781
31 48.3027 45.7731
32 48.3388 45.8594
33 48.3751 45.8926
34 48.3803 45.9016
35 48.3079 45.8046
36 48.3413 45.8693
37 48.3079 45.8154
38 48.3079 45.7938
39 48.4086 45.9491
40 48.2998 45.7552
41 48.2972 45.766
42 48.3695 45.863
43 48.2972 45.766
44 48.3306 45.8199
45 48.3177 45.7948
46 48.3127 45.7751
47 48.3407 45.8396
48 48.3073 45.7751
49 48.3073 45.7751
50 48.3073 45.7966
51 48.3073 45.7966
52 48.3407 45.8396
53 48.3073 45.7751
54 48.3073 45.7966
55 48.3188 45.8181
56 48.3188 45.8074
57 48.3521 45.8719
58 48.2983 45.7786
59 48.3625 45.8567
60 48.296 45.7706
61 48.2933 45.7696
62 48.2933 45.7804
63 48.2933 45.7804
64 48.2933 45.7481
65 48.3454 45.8208
66 48.3425 45.8208
67 48.3536 45.8638
68 48.3758 45.8853
69 48.3318 45.8208
70 48.0909 45.9282
71 47.9694 45.8002
72 47.9694 45.8002
73 47.9694 45.811
74 47.9694 45.811
75 47.9694 45.7787
76 48.0024 45.8647
77 48.074 46.0444
78 48.058 46.0138
79 47.9146 45.7768
80 47.9146 45.7768
81 47.9587 45.8953
82 47.9146 45.7669
83 47.9148 45.7885
84 47.8803 45.7275
85 47.963 45.8459
86 47.6533 45.7921
87 47.7081 45.8997
88 47.5727 45.6508
89 47.3647 45.3393
90 33.7569 35.1648
91 33.7531 35.1642
92 47.3699 45.3178
93 48.4928 46.3524
94 48.561 46.427
95 48.8664 46.7904
96 48.6708 46.5547
97 48.7389 46.661
98 48.6602 46.586
99 48.6357 46.5975
100 48.6138 46.4905
101 47.9208 46.5226
