1 80.5372 73.938
2 80.545 73.9541
3 80.5372 73.9481
4 80.5463 73.9526
5 80.5385 73.9396
6 80.5359 73.942
7 80.545 73.9396
8 80.5411 73.9481
9 80.5463 73.9552
10 80.5463 73.9511
11 80.545 73.9491
12 80.5476 73.9547
13 80.5372 73.9446
14 80.5489 73.9496
15 80.552 73.9606
16 80.5468 73.9586
17 80.5429 73.9572
18 80.5429 73.9426
19 80.5465 73.9426
20 80.5517 73.9582
21 80.5517 73.9552
22 80.5452 73.9551
23 80.5504 73.9557
24 80.5545 73.9563
25 80.5523 73.9655
26 80.551 73.949
27 80.5628 73.9798
28 80.5553 73.9552
29 80.5644 73.9673
30 80.5618 73.9773
31 80.5558 73.9654
32 80.5791 73.9801
33 80.574 73.986
34 80.5843 73.9951
35 80.5766 73.9806
36 80.5856 73.9931
37 80.5804 73.9755
38 80.5895 73.994
39 80.583 73.9841
40 80.5856 73.9946
41 80.5849 73.9885
42 80.5797 73.9879
43 80.5823 73.991
44 80.5823 73.9779
45 80.5875 73.9764
46 80.5823 73.9854
47 80.5914 73.9985
48 80.5914 73.9974
49 80.5936 73.9946
50 80.5988 74.0017
51 80.591 74.0113
52 80.603 74.0167
53 80.6061 74.0288
54 80.6056 74.0228
55 80.6095 74.0298
56 80.6082 74.0333
57 80.6095 74.0318
58 80.603 74.0373
59 80.6108 74.0328
60 80.6058 74.0337
61 80.6123 74.0323
62 80.611 74.0342
63 80.6058 74.0358
64 80.6097 74.0333
65 80.611 74.0363
66 80.6071 74.0378
67 80.611 74.0308
68 80.6032 74.0393
69 80.6105 74.0248
70 80.6146 74.0247
71 80.6082 74.0322
72 80.6146 74.0318
73 80.6134 74.0427
74 80.6257 74.0448
75 80.6218 74.0468
76 80.618 74.0393
77 80.6231 74.0472
78 80.6283 74.0407
79 80.6218 74.0412
80 80.6257 74.0462
81 80.6218 74.0407
82 80.622 74.0464
83 80.6261 74.0399
84 80.6315 74.05
85 80.6348 74.0512
86 80.6257 74.0562
87 80.6359 74.0619
88 80.623 74.0423
89 80.6333 74.0669
90 80.6255 74.0448
91 80.6372 74.0584
92 80.6302 74.0539
93 80.6173 74.0343
94 80.6367 74.0504
95 80.6369 74.0568
96 80.6377 74.0689
97 80.6384 74.0547
98 80.6384 74.0608
99 80.641 74.0648
100 80.6332 74.0522
101 80.6368 74.0499
102 80.6565 74.0594
103 80.6611 74.0766
104 80.6758 74.0982
105 80.6748 74.0917
106 80.6693 74.0912
107 80.6758 74.0928
108 80.6789 74.0962
109 80.674 74.103
110 80.7086 74.1505
111 80.7173 74.1368
112 80.7161 74.1299
113 80.7245 74.1324
114 80.7206 74.1453
115 80.7219 74.1338
116 80.7296 74.1403
117 80.7258 74.1433
118 80.7252 74.1378
119 80.7247 74.1543
120 80.7322 74.1508
121 80.727 74.1474
122 80.7206 74.1379
123 80.7232 74.1479
124 80.7191 74.1283
125 80.7186 74.1378
126 80.7173 74.1258
127 80.7109 74.1278
128 80.7173 74.1318
129 80.707 74.1263
130 80.7224 74.1368
131 80.7134 74.1323
132 80.7173 74.1214
133 80.7109 74.1278
134 80.7211 74.1358
135 80.7134 74.1283
136 80.7201 74.1348
137 80.7137 74.1334
138 80.7239 74.1413
139 80.7226 74.1383
140 80.7239 74.1389
141 80.7188 74.1493
142 80.7111 74.1235
143 80.7189 74.133
144 80.7215 74.1414
145 80.7176 74.132
